Year,State,District,Rice_Area_1000ha,Rice_Prod_1000t,Rice_Yield,Wheat_Area_1000ha,Wheat_Prod_1000t,Wheat_Yield,Sorghum_Prod_1000t,Sorghum_Kharif_Prod_1000t,Sorghum_Rabi_Prod_1000t,PearlMillet_Prod_1000t,FingerMillet_Prod_1000t,Maize_Area_1000ha,Maize_Prod_1000t,Maize_Yield,Groundnut_Prod_1000t,Sesamum_Prod_1000t,RapeseedMustard_Prod_1000t,Safflower_Prod_1000t,Castor_Prod_1000t,Linseed_Prod_1000t,Sunflower_Prod_1000t,Soybean_Prod_1000t,Soybean_Yield,Oilseed_Prod_1000t,Oilseed_Yield,Sugarcane_Prod_1000t,Cotton_Prod_1000t
1969,Chhattisgarh,Raipur,735.2,671.2,912.95,7.6,3.4,447.37,0.4,0.4,0.0,0.0,0.5,1.0,0.7,700.0,6.9,1.2,0.1,0.0,0.0,3.1,0.0,0.0,0.0,11.3,158.46,3.2,0.0
1970,Chhattisgarh,Raipur,743.0,898.5,1209.29,7.9,4.8,607.59,0.4,0.4,0.0,0.0,0.6,1.0,1.4,1400.0,7.8,0.9,0.1,0.0,0.0,8.2,0.0,0.0,0.0,17.0,214.92,3.3,0.0
1971,Chhattisgarh,Raipur,753.2,699.8,929.1,7.9,4.9,620.25,0.4,0.4,0.0,0.0,0.5,0.9,1.1,1222.22,5.9,0.4,0.1,0.0,0.0,8.7,0.0,0.0,0.0,15.6,198.98,3.6,0.0
1972,Chhattisgarh,Raipur,762.1,687.9,902.64,11.4,5.7,500.0,0.5,0.5,0.0,0.0,0.5,0.9,1.1,1222.22,6.4,1.1,0.1,0.0,0.0,4.8,0.0,0.0,0.0,12.5,159.44,3.6,0.0
1973,Chhattisgarh,Raipur,771.8,669.5,867.45,13.3,7.6,571.43,0.4,0.4,0.0,0.0,0.6,0.9,1.0,1111.11,5.4,1.1,0.2,0.0,0.0,7.1,0.0,0.0,0.0,13.9,163.34,3.3,0.0
1974,Chhattisgarh,Raipur,770.1,415.6,539.67,13.5,7.6,562.96,0.3,0.3,0.0,0.0,0.5,0.9,0.8,888.89,5.2,1.0,0.2,0.0,0.0,3.2,0.0,0.0,0.0,9.8,199.59,2.8,0.0
1975,Chhattisgarh,Raipur,774.7,685.2,884.47,27.4,12.2,445.26,0.5,0.5,0.0,0.0,0.6,1.1,1.1,1000.0,6.8,1.1,0.3,0.0,0.0,9.1,0.0,0.0,0.0,17.3,195.04,3.5,0.0
1976,Chhattisgarh,Raipur,775.2,578.6,746.39,21.2,8.4,396.23,0.4,0.4,0.0,0.0,0.5,1.0,0.9,900.0,3.1,0.5,0.1,0.0,0.0,2.2,0.0,0.0,0.0,5.9,79.41,3.0,0.0
1977,Chhattisgarh,Raipur,782.5,904.0,1155.27,27.6,17.9,648.55,0.7,0.7,0.0,0.0,0.7,1.0,0.9,900.0,4.9,0.8,0.1,0.0,0.0,7.9,0.0,0.0,0.0,13.8,160.09,3.1,0.0
1978,Chhattisgarh,Raipur,792.7,686.0,865.4,20.0,20.5,1025.0,0.4,0.4,0.0,0.0,0.7,0.9,0.8,888.89,5.4,0.6,0.1,0.0,0.0,4.7,0.0,0.0,0.0,11.0,126.87,2.3,0.0
1979,Chhattisgarh,Raipur,795.0,420.2,528.55,14.0,10.0,714.29,0.3,0.3,0.0,0.0,0.3,0.9,0.6,666.67,8.4,0.3,0.1,0.0,0.0,1.6,0.0,0.0,0.0,4.8,95.24,2.0,0.0
1980,Chhattisgarh,Raipur,812.4,724.7,892.05,16.7,19.2,1149.7,0.5,0.5,0.0,0.0,0.5,0.8,0.6,750.0,8.2,0.8,0.2,0.0,0.0,4.3,0.0,0.0,0.0,8.7,152.9,1.7,0.0
1981,Chhattisgarh,Raipur,799.6,791.5,989.87,17.1,17.2,1005.85,0.6,0.6,0.0,0.0,0.5,0.8,0.8,1000.0,8.0,1.0,0.2,0.0,0.0,3.7,0.0,0.0,0.0,10.0,157.98,1.4,0.0
1982,Chhattisgarh,Raipur,798.9,617.0,772.31,16.0,17.4,1087.5,0.3,0.3,0.0,0.0,0.4,0.8,0.6,750.0,4.4,0.6,0.1,0.0,0.0,2.7,0.0,0.1,500.0,6.5,105.69,1.3,0.0
1983,Chhattisgarh,Raipur,802.5,988.8,1232.15,16.7,10.7,640.72,0.5,0.5,0.0,0.0,0.6,0.8,0.9,1125.0,6.1,0.6,0.2,0.1,0.0,5.1,0.0,1.4,933.33,13.0,190.06,2.2,0.0
1984,Chhattisgarh,Raipur,804.0,924.3,1149.63,16.4,11.9,725.61,0.5,0.5,0.0,0.0,0.5,0.9,1.1,1222.22,3.6,1.3,0.2,0.0,0.0,4.0,0.0,1.3,866.67,11.3,184.34,1.3,0.0
1985,Chhattisgarh,Raipur,821.7,1304.3,1587.32,17.6,12.3,698.86,0.5,0.5,0.0,0.0,0.5,0.9,0.8,888.89,4.8,1.3,0.2,0.0,0.0,5.6,0.0,1.3,928.57,14.4,228.21,1.1,0.0
1986,Chhattisgarh,Raipur,818.0,809.0,989.0,18.0,20.0,1111.11,0.4,0.4,0.0,0.0,0.4,1.0,1.0,1000.0,4.0,0.8,0.1,0.0,0.0,6.0,0.0,0.4,571.43,10.2,213.84,0.9,0.0
1987,Chhattisgarh,Raipur,822.0,1012.0,1231.14,17.0,16.0,941.18,0.4,0.4,0.0,0.0,0.5,1.0,1.0,1000.0,6.0,1.3,0.3,0.0,0.0,4.2,0.0,0.3,600.0,12.6,242.31,0.8,0.0
1988,Chhattisgarh,Raipur,827.9,850.1,1026.81,19.5,13.7,702.56,0.4,0.4,0.0,0.0,0.4,0.9,0.7,777.78,6.0,1.3,0.4,0.0,0.0,1.8,0.0,0.5,714.29,9.9,262.6,0.7,0.0
1989,Chhattisgarh,Raipur,836.1,1186.1,1418.61,16.4,13.1,798.78,0.4,0.4,0.0,0.0,0.4,0.9,0.9,1000.0,5.3,1.8,0.4,0.0,0.0,3.6,0.0,0.4,666.67,11.3,291.24,0.9,0.0
1990,Chhattisgarh,Raipur,847.3,1155.0,1363.15,17.0,18.9,1111.76,0.5,0.5,0.0,0.0,0.0,0.7,0.6,857.14,7.2,1.4,0.56,0.1,0.0,3.2,0.0,0.27,818.18,12.8,320.0,0.8,0.0
1991,Chhattisgarh,Raipur,854.1,1218.8,1427.0,15.1,13.7,907.28,0.4,0.4,0.0,0.02,0.0,1.0,0.9,900.0,8.2,1.1,0.42,0.0,0.0,3.7,0.12,0.38,950.0,13.9,363.87,0.8,0.0
1992,Chhattisgarh,Raipur,858.6,1382.3,1609.95,16.7,16.5,988.02,0.4,0.4,0.0,0.01,0.0,1.0,1.4,1400.0,11.5,1.4,1.28,0.1,0.0,4.7,0.12,0.88,1157.89,20.0,468.38,0.9,0.0
1993,Chhattisgarh,Raipur,876.1,1400.1,1598.11,18.9,21.8,1153.44,0.5,0.5,0.0,0.0,0.0,0.9,1.3,1444.44,9.4,1.7,1.02,0.1,0.0,5.4,0.14,1.02,1172.41,18.8,443.4,0.8,0.0
1994,Chhattisgarh,Raipur,899.7,1303.5,1448.82,18.4,22.4,1217.39,0.3,0.3,0.0,0.0,0.0,0.7,0.6,857.14,6.6,1.1,0.9,0.1,0.0,5.7,0.05,0.8,1000.0,15.3,390.31,0.6,0.0
1995,Chhattisgarh,Raipur,908.4,1314.9,1447.49,15.9,19.5,1226.42,0.3,0.3,0.0,0.0,0.0,0.7,0.8,1142.86,7.4,1.1,1.1,0.1,0.0,3.9,0.1,0.1,1000.0,13.8,393.16,0.9,0.0
1996,Chhattisgarh,Raipur,860.4,1448.8,1683.87,14.2,16.7,1176.06,0.2,0.2,0.0,0.0,0.0,0.8,0.8,1000.0,7.0,1.0,1.0,0.1,0.0,3.8,0.1,0.8,1000.0,13.7,385.92,0.8,0.0
1997,Chhattisgarh,Raipur,918.6,1016.2,1106.25,13.5,13.2,977.78,0.3,0.3,0.0,0.0,0.0,0.8,0.7,875.0,7.1,0.9,0.7,0.1,0.0,2.5,0.1,1.2,1090.91,12.6,378.38,0.6,0.0
1998,Chhattisgarh,Raipur,902.0,643.0,712.86,17.8,17.9,1005.62,0.4,0.4,0.0,0.0,0.0,1.2,1.0,833.33,13.0,1.4,2.0,0.0,0.0,5.2,0.1,1.3,684.21,23.44,409.08,1.0,0.0
1999,Chhattisgarh,Raipur,950.21,1378.88,1451.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,1.0,1250.0,8.1,1.24,1.34,0.04,0.0,2.81,0.13,0.76,904.76,14.33,495.85,0.6,0.0
2000,Chhattisgarh,Raipur,889.78,461.63,518.81,8.11,10.6,1307.03,0.23,0.23,0.0,0.0,0.27,0.84,0.81,964.29,8.56,0.83,0.3,0.02,0.01,1.36,0.16,0.46,621.62,11.68,553.03,0.05,0.0
2001,Chhattisgarh,Raipur,902.62,1120.82,1241.74,15.61,19.63,1257.53,0.24,0.24,0.0,0.0,0.34,0.86,0.52,604.65,9.89,1.16,0.85,0.02,0.0,2.2,0.27,0.89,1126.58,15.3,608.11,0.03,0.0
2002,Chhattisgarh,Raipur,897.85,659.62,734.67,13.19,16.9,1281.27,0.3,0.3,0.0,0.0,0.28,1.03,1.23,1194.17,8.09,1.27,0.69,0.04,0.0,1.98,0.2,0.52,684.21,12.81,553.59,0.03,0.0
2003,Chhattisgarh,Raipur,912.53,1316.34,1442.52,16.45,20.28,1232.83,0.25,0.25,0.0,0.0,0.35,2.09,2.0,956.94,8.8,1.33,2.75,0.07,0.01,3.33,0.36,0.86,1075.0,12.82,551.87,0.04,0.01
2004,Chhattisgarh,Raipur,918.33,1147.58,1249.64,14.32,14.85,1037.01,0.17,0.17,0.0,0.0,0.32,1.24,1.42,1145.16,9.2,1.42,2.22,0.1,0.01,2.31,0.29,1.03,1287.5,17.52,527.87,0.05,0.04
2005,Chhattisgarh,Raipur,918.33,1147.58,1249.64,14.32,14.85,1037.01,0.17,0.17,0.0,0.0,0.32,1.24,1.42,1145.16,9.2,1.42,2.22,0.1,0.01,2.31,0.29,1.03,1287.5,16.57,529.9,0.05,0.0
2006,Chhattisgarh,Raipur,918.39,1324.71,1442.43,13.09,12.16,928.95,0.35,0.35,0.0,0.0,0.25,2.61,2.35,900.38,8.02,1.23,2.27,0.12,0.0,2.63,0.58,0.95,1202.53,15.79,485.4,0.05,0.02
2007,Chhattisgarh,Raipur,956.63,1483.28,1550.53,11.42,13.08,1145.36,2.16,0.17,0.0,0.01,0.25,2.53,2.89,1142.29,8.32,1.06,1.84,0.04,0.0,1.57,0.21,1.05,1458.33,14.08,650.35,0.07,0.0
2008,Chhattisgarh,Raipur,942.24,1252.38,1329.15,10.82,11.04,1020.33,0.29,0.22,0.0,0.0,0.27,1.29,1.39,1077.52,7.93,1.14,1.99,0.04,0.0,2.02,0.22,0.71,1339.62,14.04,595.93,0.06,0.0
2009,Chhattisgarh,Raipur,928.66,1307.24,1407.66,12.67,18.01,1421.47,0.38,0.34,0.0,0.0,0.06,1.34,2.13,1589.55,9.5,1.44,3.4,0.04,0.0,2.61,0.09,0.53,1152.17,17.6,673.81,0.01,0.0
2010,Chhattisgarh,Raipur,915.4,1521.13,1661.71,11.3,15.2,1345.13,0.23,0.23,0.0,0.0,0.0,1.3,1.8,1384.62,9.51,1.35,1.7,0.1,0.0,1.0,0.28,0.8,1600.0,14.85,765.46,0.04,0.0
2011,Chhattisgarh,Raipur,958.01,1421.37,1483.67,10.54,17.89,1697.34,0.1,0.1,0.0,0.01,0.16,2.12,3.6,1698.11,8.06,1.05,2.32,0.05,0.0,1.42,0.51,0.44,916.67,13.87,731.15,0.07,0.0
2012,Chhattisgarh,Raipur,993.68,1974.69,1987.25,9.76,17.75,1818.65,0.15,0.15,0.0,0.01,0.11,10.21,17.05,1669.93,9.58,0.9,1.83,0.03,0.0,1.03,0.35,0.94,1918.37,14.17,737.25,0.08,0.0
2013,Chhattisgarh,Raipur,1009.22,1749.21,1733.23,9.21,15.86,1722.04,0.05,0.0,0.0,0.0,0.05,13.01,22.77,1750.19,9.38,0.57,1.45,0.03,0.0,0.68,0.0,0.57,1628.57,12.89,941.56,0.08,0.0
2014,Chhattisgarh,Raipur,1034.99,2127.73,2055.8,10.38,21.24,2046.24,0.08,0.0,0.0,0.01,0.05,14.75,29.67,2011.53,8.26,0.89,1.65,0.26,0.0,0.61,0.32,0.47,1119.05,12.53,848.92,0.14,0.0
2015,Chhattisgarh,Raipur,986.91,1412.83,1431.57,10.99,19.3,1756.14,0.02,0.0,0.0,0.0,0.05,11.14,20.1,1804.31,8.63,0.97,1.7,0.03,0.0,0.43,0.23,0.35,874.38,11.36,823.79,0.09,0.0
2016,Chhattisgarh,Raipur,1009.29,2432.48,2410.09,8.8,17.95,2038.28,0.02,0.0,0.0,0.02,0.04,7.1,18.15,2557.48,8.14,0.7,1.24,0.03,0.0,0.0,0.0,0.43,1115.49,0.0,0.0,0.07,0.01
2017,Chhattisgarh,Raipur,959.01,1520.95,1585.96,14.56,23.66,1625.61,0.02,0.0,0.0,0.0,0.04,6.13,13.67,2228.27,5.34,0.43,1.7,0.02,0.0,0.08,0.0,0.09,558.44,0.0,0.0,0.05,0.01
1966,Chhattisgarh,Bilaspur,624.0,325.0,520.83,18.0,9.0,500.0,0.8,0.8,0.0,0.0,0.0,11.0,12.0,1090.91,3.0,0.5,0.4,0.0,0.2,4.6,0.0,0.0,0.0,-1.0,-1.0,5.4,0.0
1967,Chhattisgarh,Bilaspur,624.0,546.0,875.0,19.0,10.0,526.32,1.2,1.2,0.0,0.0,0.0,11.0,15.0,1363.64,3.0,0.4,0.8,0.0,0.2,7.0,0.0,0.0,0.0,-1.0,-1.0,5.9,0.0
1968,Chhattisgarh,Bilaspur,629.5,416.0,660.84,19.9,12.0,603.02,1.0,1.0,0.0,0.0,0.0,11.0,10.0,909.09,2.0,0.8,1.7,0.0,0.3,6.0,0.0,0.0,0.0,-1.0,-1.0,5.6,0.0
1969,Chhattisgarh,Bilaspur,630.5,453.5,719.27,18.8,11.4,606.38,1.0,1.0,0.0,0.0,0.0,10.9,10.2,935.78,2.9,0.6,1.5,0.0,0.3,7.0,0.0,0.0,0.0,12.9,255.39,5.7,0.0
1970,Chhattisgarh,Bilaspur,631.5,587.9,930.96,18.7,14.5,775.4,1.2,1.2,0.0,0.0,0.0,10.8,15.4,1425.93,2.9,0.5,1.3,0.0,0.3,8.4,0.0,0.0,0.0,14.0,242.63,4.7,0.0
1971,Chhattisgarh,Bilaspur,633.8,564.7,890.98,22.6,14.8,654.87,1.2,1.2,0.0,0.0,0.0,10.7,12.8,1196.26,2.5,0.4,1.5,0.0,0.3,10.0,0.0,0.0,0.0,15.1,244.73,4.9,0.0
1972,Chhattisgarh,Bilaspur,635.6,534.0,840.15,28.0,17.5,625.0,2.1,2.1,0.0,0.0,0.0,10.9,16.2,1486.24,2.6,0.6,2.0,0.0,0.3,10.8,0.0,0.0,0.0,16.3,265.91,4.8,0.0
1973,Chhattisgarh,Bilaspur,639.3,497.5,778.19,31.6,18.0,569.62,1.6,1.6,0.0,0.0,0.0,10.8,12.0,1111.11,2.0,0.5,2.0,0.0,0.3,10.6,0.0,0.0,0.0,15.9,250.39,4.5,0.0
1974,Chhattisgarh,Bilaspur,638.2,489.8,767.47,25.9,18.1,698.84,1.5,1.5,0.0,0.0,0.0,10.7,10.7,1000.0,2.7,0.4,2.2,0.0,0.3,8.0,0.0,0.0,0.0,14.0,246.05,5.2,0.0
1975,Chhattisgarh,Bilaspur,640.8,646.5,1008.9,38.1,22.1,580.05,1.5,1.5,0.0,0.0,0.0,10.7,10.8,1009.35,2.1,0.4,3.0,0.0,0.3,9.2,0.0,0.0,0.0,15.2,248.37,5.3,0.0
1976,Chhattisgarh,Bilaspur,643.2,425.0,660.76,24.4,10.2,418.03,1.2,1.2,0.0,0.0,0.0,10.9,11.2,1027.52,2.5,0.3,0.5,0.0,0.2,3.8,0.0,0.0,0.0,7.4,144.81,5.2,0.0
1977,Chhattisgarh,Bilaspur,647.2,690.4,1066.75,31.9,18.0,564.26,1.6,1.6,0.0,0.0,0.0,11.1,8.3,747.75,2.1,0.4,1.0,0.0,0.2,7.9,0.0,0.0,0.0,12.5,222.42,8.2,0.0
1978,Chhattisgarh,Bilaspur,652.9,503.3,770.87,26.4,19.1,723.48,1.4,1.4,0.0,0.0,0.0,10.9,10.5,963.3,2.1,0.6,1.3,0.0,0.2,5.9,0.0,0.0,0.0,10.5,169.63,2.1,0.0
1979,Chhattisgarh,Bilaspur,654.2,217.2,332.01,12.7,6.0,472.44,1.0,1.0,0.0,0.0,0.0,11.0,8.4,763.64,1.7,0.3,0.4,0.0,0.1,1.6,0.0,0.0,0.0,4.8,137.93,1.8,0.0
1980,Chhattisgarh,Bilaspur,656.8,636.5,969.09,26.2,23.2,885.5,1.6,1.6,0.0,0.0,0.0,11.0,9.8,890.91,2.7,0.8,2.1,0.0,0.1,3.8,0.0,0.0,0.0,9.2,193.68,1.9,0.0
1981,Chhattisgarh,Bilaspur,658.1,581.4,883.45,23.2,18.0,775.86,1.3,1.3,0.0,0.0,0.0,11.0,10.1,918.18,2.2,1.0,1.7,0.0,0.1,4.9,0.0,0.0,0.0,9.4,186.51,0.9,0.0
1982,Chhattisgarh,Bilaspur,650.7,401.2,616.57,19.4,14.3,737.11,0.9,0.9,0.0,0.0,0.0,10.0,10.3,1030.0,1.7,0.6,1.5,0.0,0.1,4.9,0.0,0.4,571.43,9.4,202.15,0.8,0.0
1983,Chhattisgarh,Bilaspur,662.8,666.8,1006.04,21.8,15.0,688.07,1.4,1.4,0.0,0.0,0.0,11.0,14.2,1290.91,2.4,0.6,2.0,0.0,0.1,7.8,0.0,1.2,705.88,14.4,262.77,1.9,0.0
1984,Chhattisgarh,Bilaspur,655.2,546.2,833.64,16.7,7.8,467.07,1.3,1.3,0.0,0.0,0.0,10.7,11.7,1093.46,3.1,0.4,1.1,0.0,0.1,4.7,0.0,0.3,600.0,10.4,229.07,1.3,0.0
1985,Chhattisgarh,Bilaspur,661.2,910.1,1376.44,20.7,16.8,811.59,1.9,1.9,0.0,0.0,0.0,11.7,12.3,1051.28,3.3,0.5,1.8,0.0,0.1,5.5,0.0,0.6,750.0,13.7,276.21,1.9,0.0
1986,Chhattisgarh,Bilaspur,708.0,967.0,1365.82,22.0,18.0,818.18,1.5,1.5,0.0,0.0,0.0,12.0,11.0,916.67,3.0,0.2,1.9,0.0,0.1,6.1,0.0,0.3,600.0,11.2,287.18,1.5,0.0
1987,Chhattisgarh,Bilaspur,663.0,716.0,1079.94,24.4,17.5,717.21,0.9,0.9,0.0,0.0,0.0,12.0,13.0,1083.33,4.0,0.4,3.4,0.0,0.1,5.6,0.0,0.2,666.67,15.5,393.4,3.2,0.0
1988,Chhattisgarh,Bilaspur,647.6,889.1,1372.92,24.7,16.2,655.87,1.2,1.2,0.0,0.0,0.0,12.0,16.9,1408.33,3.9,0.6,2.6,0.1,0.1,4.7,0.0,0.3,1000.0,14.4,349.51,2.0,0.0
1989,Chhattisgarh,Bilaspur,671.5,698.5,1040.21,17.4,11.5,660.92,1.3,1.3,0.0,0.0,0.0,12.0,16.6,1383.33,3.6,0.7,2.6,0.0,0.1,4.8,0.0,0.3,750.0,13.5,351.56,3.3,0.0
1990,Chhattisgarh,Bilaspur,689.5,964.2,1398.4,18.7,16.3,871.66,0.9,0.9,0.0,0.0,0.0,11.9,12.9,1084.03,4.1,0.6,3.43,0.4,0.1,4.3,0.0,0.23,851.85,13.4,325.24,1.1,0.0
1991,Chhattisgarh,Bilaspur,690.6,895.4,1296.55,17.0,13.6,800.0,0.9,0.9,0.0,0.0,0.0,12.2,15.4,1262.3,3.6,0.5,2.71,0.2,0.1,4.3,0.01,0.18,620.69,11.9,321.62,1.7,0.0
1992,Chhattisgarh,Bilaspur,691.8,724.2,1046.83,16.8,16.3,970.24,0.9,0.9,0.0,0.0,0.0,11.9,16.7,1403.36,5.1,0.7,3.77,0.1,0.1,3.6,0.01,0.54,771.43,14.1,385.25,2.5,0.0
1993,Chhattisgarh,Bilaspur,698.1,943.7,1351.81,20.6,19.9,966.02,1.0,1.0,0.0,0.0,0.0,11.9,19.0,1596.64,4.7,0.7,3.31,0.1,0.1,4.7,0.02,1.07,1175.82,15.0,381.68,2.0,0.0
1994,Chhattisgarh,Bilaspur,719.7,1164.4,1617.9,18.8,19.9,1058.51,0.7,0.7,0.0,0.0,0.0,11.3,11.7,1035.4,2.8,0.5,2.4,0.0,0.1,5.7,0.01,1.8,1125.0,13.7,348.6,1.6,0.0
1995,Chhattisgarh,Bilaspur,691.7,921.0,1331.5,16.8,17.1,1017.86,0.9,0.9,0.0,0.0,0.0,11.9,16.0,1344.54,5.0,0.6,2.8,0.0,0.1,3.8,0.0,2.1,913.04,14.8,407.71,4.4,0.0
1996,Chhattisgarh,Bilaspur,688.3,922.9,1340.84,15.3,16.0,1045.75,0.9,0.9,0.0,0.0,0.0,11.4,14.6,1280.7,4.4,0.5,3.1,0.1,0.0,4.1,0.0,4.8,813.56,15.3,394.33,5.9,0.0
1997,Chhattisgarh,Bilaspur,704.1,349.1,495.81,13.5,6.3,466.67,0.5,0.5,0.0,0.0,0.0,11.3,12.6,1115.04,4.3,0.3,1.1,0.0,0.1,1.6,0.0,4.8,666.67,12.5,310.87,2.8,0.0
1998,Chhattisgarh,Bilaspur,748.99,608.38,812.27,14.74,12.46,845.32,0.93,0.93,0.0,0.0,0.0,11.29,13.91,1232.94,4.92,0.89,3.95,0.0,0.0,4.92,0.0,4.91,538.52,21.41,396.93,5.83,0.0
1999,Chhattisgarh,Bilaspur,753.87,1129.43,1498.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,15.5,1388.76,3.42,0.66,4.32,0.16,0.02,16.55,0.02,2.65,826.59,14.35,420.12,5.24,0.0
2000,Chhattisgarh,Bilaspur,704.25,437.56,621.31,12.59,4.2,333.81,0.77,0.77,0.0,0.0,0.0,10.79,10.73,994.26,4.48,0.33,1.26,0.13,0.02,1.9,0.02,0.54,478.23,8.69,367.93,0.12,0.0
2001,Chhattisgarh,Bilaspur,711.68,1012.11,1422.13,17.63,18.92,1072.87,1.0,1.0,0.0,0.0,0.0,10.92,7.81,715.07,5.77,0.76,1.81,0.02,0.01,2.47,0.07,1.1,773.02,12.03,471.48,0.12,0.0
2002,Chhattisgarh,Bilaspur,704.96,617.25,875.59,17.57,18.76,1068.02,0.91,0.91,0.0,0.0,0.0,10.68,13.3,1244.88,5.26,0.92,1.52,0.02,0.01,2.45,0.06,0.73,590.93,10.98,455.94,0.18,0.0
2003,Chhattisgarh,Bilaspur,710.4,1011.96,1424.48,20.06,20.61,1027.09,0.77,0.77,0.0,0.0,0.0,10.56,12.73,1206.17,5.39,0.95,2.39,0.04,0.01,2.71,0.07,2.07,993.06,11.17,444.53,0.2,0.0
2004,Chhattisgarh,Bilaspur,711.59,874.16,1228.45,18.88,15.8,837.0,0.52,0.52,0.0,0.0,0.0,10.28,13.39,1302.9,5.44,0.99,2.22,0.03,0.01,1.89,0.11,4.11,1034.86,13.88,486.33,0.32,0.0
2005,Chhattisgarh,Bilaspur,711.59,874.16,1228.45,18.88,15.8,837.0,0.52,0.52,0.0,0.0,0.0,10.28,13.39,1302.9,5.44,0.99,2.22,0.03,0.01,1.89,0.11,4.11,1034.86,14.98,510.96,0.32,0.0
2006,Chhattisgarh,Bilaspur,712.81,1127.18,1581.33,17.57,15.69,893.02,0.69,0.69,0.0,0.0,0.0,10.12,10.78,1064.98,3.99,0.89,2.28,0.03,0.01,2.09,0.22,4.95,892.59,14.71,473.97,0.32,0.0
2007,Chhattisgarh,Bilaspur,716.37,1160.03,1619.32,17.38,19.05,1096.53,0.81,0.0,0.0,0.0,0.0,9.71,13.41,1381.2,4.68,0.94,2.37,0.02,0.01,2.67,0.2,11.26,1165.42,22.1,672.62,0.4,0.0
2008,Chhattisgarh,Bilaspur,749.56,1070.95,1428.76,17.54,18.05,1029.04,0.9,0.0,0.0,0.03,0.0,9.7,11.18,1152.73,4.21,0.86,2.18,0.08,0.01,2.34,0.19,12.98,1184.9,22.79,692.02,0.38,0.0
2009,Chhattisgarh,Bilaspur,696.49,994.29,1427.57,24.25,28.14,1160.63,1.05,0.0,0.0,0.0,0.0,11.67,17.12,1467.12,9.82,1.26,2.46,0.13,0.01,2.39,0.18,12.3,1125.9,28.52,821.69,0.62,0.0
2010,Chhattisgarh,Bilaspur,705.67,1333.61,1889.83,24.88,30.13,1210.79,1.06,1.06,0.2,0.0,0.0,11.63,18.67,1606.28,10.34,1.17,2.23,0.1,0.0,1.86,0.19,18.19,1305.61,34.37,882.56,0.27,0.0
2011,Chhattisgarh,Bilaspur,749.08,1557.35,2079.01,19.08,26.28,1377.75,0.49,0.49,0.0,0.01,0.0,9.3,12.72,1368.1,4.29,1.12,2.54,0.05,0.01,2.09,0.19,14.29,918.21,24.82,702.35,0.69,0.0
2012,Chhattisgarh,Bilaspur,747.27,1746.82,2337.61,18.7,27.31,1460.32,0.7,0.7,0.0,0.01,0.0,8.8,15.8,1795.44,4.07,0.86,2.34,0.06,0.01,2.22,0.17,23.47,1481.15,33.55,928.85,0.3,0.0
2013,Chhattisgarh,Bilaspur,726.15,1577.16,2171.95,19.88,26.97,1356.73,0.51,0.0,0.0,0.04,0.0,8.94,15.51,1734.72,4.13,0.78,2.66,0.1,0.01,2.23,0.0,18.59,1233.7,28.99,826.73,0.36,0.0
2014,Chhattisgarh,Bilaspur,728.84,1683.92,2310.43,18.11,28.15,1554.83,0.59,0.0,0.0,0.03,0.0,9.03,15.57,1724.75,4.13,1.34,2.6,0.07,0.01,1.99,0.17,9.6,582.25,20.23,581.06,1.18,0.0
2015,Chhattisgarh,Bilaspur,731.83,1340.65,1831.92,17.82,27.03,1516.74,0.7,0.0,0.0,0.01,0.0,8.62,12.22,1416.38,3.9,1.02,2.54,0.11,0.01,1.6,0.18,9.07,558.26,18.29,555.1,0.96,0.0
2016,Chhattisgarh,Bilaspur,727.5,1858.19,2554.21,16.2,25.1,1549.23,0.98,0.0,0.0,0.01,0.0,8.1,17.11,2111.81,5.23,1.05,1.96,0.02,0.03,0.0,0.0,14.19,1012.86,0.0,0.0,2.77,0.0
2017,Chhattisgarh,Bilaspur,727.94,1295.71,1779.97,15.8,21.72,1374.7,0.9,0.0,0.0,0.01,0.0,7.61,15.83,2080.79,3.58,0.73,1.68,0.03,0.0,0.39,0.0,5.17,371.22,0.0,0.0,0.83,0.0
1966,Chhattisgarh,Raigarh,332.0,203.0,611.45,1.0,1.0,1000.0,0.1,0.1,0.0,0.0,0.2,8.0,10.0,1250.0,6.0,0.6,1.8,0.0,0.0,0.1,0.0,0.0,0.0,-1.0,-1.0,4.6,0.4
1967,Chhattisgarh,Raigarh,333.0,278.0,834.83,1.0,1.0,1000.0,0.2,0.2,0.0,0.0,0.3,8.0,13.0,1625.0,12.0,0.6,2.1,0.0,0.0,0.1,0.0,0.0,0.0,-1.0,-1.0,5.5,0.3
1968,Chhattisgarh,Raigarh,339.4,267.0,786.68,1.5,1.0,666.67,0.2,0.2,0.0,0.0,0.3,8.8,8.0,909.09,6.0,0.8,2.8,0.0,0.0,0.1,0.0,0.0,0.0,-1.0,-1.0,5.8,0.4
1969,Chhattisgarh,Raigarh,340.0,253.2,744.71,1.5,0.9,600.0,0.2,0.2,0.0,0.0,0.3,8.9,10.1,1134.83,7.8,0.7,2.2,0.0,0.0,0.1,0.0,0.0,0.0,15.9,311.15,5.3,0.3
1970,Chhattisgarh,Raigarh,342.2,274.7,802.75,1.3,1.0,769.23,0.2,0.2,0.0,0.0,0.3,9.0,13.6,1511.11,9.4,0.5,2.3,0.0,0.0,0.1,0.0,0.0,0.0,17.2,346.08,5.1,0.1
